Title,Equipment,Level,Type_Cardio,Type_Strength,BodyPart_Abdominals,BodyPart_Abductors,BodyPart_Adductors,BodyPart_Biceps,BodyPart_Calves,BodyPart_Chest,BodyPart_Forearms,BodyPart_Glutes,BodyPart_Hamstrings,BodyPart_Lats,BodyPart_Lower Back,BodyPart_Middle Back,BodyPart_Neck,BodyPart_Quadriceps,BodyPart_Shoulders,BodyPart_Traps,BodyPart_Triceps
Hanging knee raise with manual resistance,Body Only,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight-Legged Hip Raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wall mountain climber,Body Only,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skin The Cat To Push-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partner lying leg raise with lateral throw down,Body Only,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanging leg raise with throw down,Body Only,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partner sit-up with high-five,Body Only,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exercise ball knee roll-in,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partner lying leg raise with throw down,Body Only,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crab toe-touch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side kick-through,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partner target sit-up,Body Only,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suspended Crunch,Body Only,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jump Lunge,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side plank hip dip,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elbow plank jack,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exercise ball V-up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing torso twist stretch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slalom jumps,Body Only,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear crawl,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crab single-arm reach,Body Only,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side lunge cross-body heel-touch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alligator Crawl,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lying cross-over lower back stretch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half bird dog,Body Only,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoulder tap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flutter kick,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprawl,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider plank jack,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pillar-To-Plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alternating High Knee Raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumo Squat Pulse,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Line-Drill Foot Work,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank Fire Hydrants,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banded jumping jack,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shin hug,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Bear Crawl Fire Feet,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear crawl up-down,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Crab Kick,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear crawl hold,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traveling bear crawl,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg V-up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Bear Crawl Shoulder Tap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alternating single-leg sprawl,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wide mountain climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank leg raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glute bridge step-out,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knee up-down,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Sprawl,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reach crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Push-Up Plank Hold,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Hollow-Body Rock,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V-up plus knee-to-chest combo,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side plank lateral raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superhero burpee,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollow-body abduction,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Hollow Hold,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tip-toe crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knee-to-nose pulse,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank walk-out,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR V-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long sit-up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Breakdancer,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seated leg lift,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorilla burpee,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knee-in to V-out,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear crawl push-up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Front Step,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank reach,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eiffel Tower leg raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight-arm plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank up-down,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frog kick,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Knees to Chest,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Front kick-through,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Sit-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Leg Lift,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS Toes-to-bar,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Mountain Climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Chair Side Ups,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Push-Up Roll Out - Gethin Variation,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross-Body Crunch - Gethin Variation,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decline leg lift with twist,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanging Leg Raise - Variation Gethin,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butterfly crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross-body mountain climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Bench Lying Leg Raise - Gethin Variation,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lying leg lift,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanging alternating single-leg raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank Walk,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sit-Up - Gethin Variation,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank Push-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decline crunch-,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alternating lying leg raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decline leg lift,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crunch - Gethin Variation,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank - Gethin Variation,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbell floor wiper,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prison Push-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McGill Modified Curl-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross-body toe-touch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy soldier,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural Glute Ham Raise with Stability Ball,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lateral ape,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollow-body knee tuck,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Air Jumping Rope,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Alternating Lunge Reach,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Alternating Side Plank Reach,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Superman Plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Table Pose,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Toe Touch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Right Side Bird-Dog,Body Only,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Right Side Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Bicycle,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Bird-Dog Plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Boat Pose,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Bottoms Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Bridge,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Running Man Crunch,Body Only,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Seated Twist,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Side-Bend Pose,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Side-Plank Arm Wrap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Side-Plank with Hip Touch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Side-Plank with Kick,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Side V-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Crab Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Cross-Over Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Crunch Pulse,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Dead Bug,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Single-Leg Inchworm,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Floor Jack,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Floor Wiper,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Floor Kick,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Sit-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Slow Mountain Climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Slow Sit-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Half-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Hollow-Body Pulse,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Hollow Hold,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Inchworm,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Right Side Hollow Hold with Pulse,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Reverse Crunch with Frisbee,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Left Side Bird-Dog,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Left Side Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Left Side Hollow Hold With Pulse,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Reverse Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Low Lunge With External Twist And Arm Reach,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Mountain Climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Prison Sit-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Plank Alternating Hip-Dip,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Tuck-Up Get-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Flutter Kick,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McGill Pull-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM Leg Lift,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM Decline Abs,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanging crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Holt Hanging Toes-To-Bar,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bird dog-,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg curl up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-kettlebell windmill,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Foam Roll Thigh,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Inverted row,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS T-spine rotation with reach,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Quadruped thoracic rotation,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Pec stretch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Lat stretch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Foam Roll,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Foam Roll Lats,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Rocking Adductor Stretch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Bird Dog,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNS Jumping Jack,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ab wheel roll-out,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bench mountain climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feet-elevated bench side plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross-body sit-up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decline kayak,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Decline Reverse Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decline sit-up twist,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Flat Bench Leg Raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Flutter Kick,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chin-up crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Gorilla Chin Oblique Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half Turkish get-up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Hanging Oblique Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Hollow-Body Hold,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parallel bars knee raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Landmine Twist,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parallel bars leg raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otis-up-,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Shoulder Tap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Spider Crawl,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toe-touch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Hanging Toes-To-Bar,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 V-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocoon crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bench oblique crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full moon-,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Push-up to side plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Holt V-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Holt Plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Holt Hip-Dip,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suicides,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Towel Straight Plank Jack,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Towel Hill Climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Towel Elbow Plank Jack,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Towel Elbow Plank Pike,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Towel Straight Plank Hand Reach,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Towel Wax-On Wax-Off,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Towel Wide Hill Climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Towel Dirty Dog,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Straight Plank Shoulder Tap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Killer Abs,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Straight Plank Split Jack,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Elbow Plank Swim,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Elbow Plank Saw,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Feet-Elevated Straight Plank Toe-Tap Series,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Elbow Plank Pike Pull,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Hand-Elevated Walk-Over Push-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Hands-Elevated Hill Climber,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Seated Pike,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Feet-Elevated Up-Down Plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Feet-Elevated Hand Tap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Reverse Straight Plank with Alternating Heel Pull-In,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Elbow Plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Straight Plank Squat Thrust,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Alternating Single-Leg Pike,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Knee Pull-In Crunch,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Straight Plank with Hand Tap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Straight Plank with Dirty Dog,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Elbow Plank Roll,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Froggy Push-Up,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Straight Plank Hand Tap to Shoulder Tap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman In-Out Straight Plank,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Bicycle,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Alternating Diagonal Knee Pull-in,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Elbow Plank with Step-Out,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Alternating Slow L-Raise,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Feet-Elevated Plank with Shoulder Tap,Body Only,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
